order_id ,identifier,order_name,item,quantity ,color,size,shipping,active_service,sku,merchant_sku,telephone,email,name,country ,state,city,address_1 ,address_2,company,postcode,design_back,design_front,design_sleeve,design_hood,design_placket,design_sleeve_left,design_sleeve_right,design_chest_left,design_chest_right,mockup,note,tracking_number,tracking_carrier,tracking_url,shipping_label
shipping,,Bắt buộc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"COD nếu bạn ko muốn chúng tôi ship sang US, dành cho đơn sample",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPRESS_US: cấp tracking ngay lập tức,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"ECONOMY_US: cấp tracking sau 48h đơn được xử lý, hoặc đơn hàng được đóng gói. Huỷ ship chỉ được hỗ trợ refund 1 phần phí cân nặng",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"SBTT để sử dụng Ship by Tiktok, yêu cầu cung cấp tracking và label",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
merchant_sku,,Tùy chọn: Mã sku của bạn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
telephone,Tùy chọn,"Địa chỉ khách không bao gồm dấu ngoặc và dài tối đa 35 kí tự đối với address 1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
email,Tùy chọn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name,Lưu ý: phần tên bao gồm 2 thành tố họ và tên,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
country,Bắt buộc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
address_1,Bắt buộc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
address_2,Tùy chọn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
company,Tùy chọn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
postcode,Bắt buộc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
city,Bắt buộc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state,Bắt buộc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tracking_number,,"Optional: Nếu bạn cung cấp các trường dữ liệu này, onos sẽ không tạo tracking mới mà sử dụng label đã cung cấp để dán cho đơn hàng.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tracking_carrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tracking_url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shipping_label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
active_service,,"Optional: Sử dụng dịch vụ active by USPS. Chấp nhận giá trị 1 hoặc 0. 1 là có sử dụng, 0 là không sử dụng. Nếu không điền mặc định không sử dụng với EXPRESS_US. Chỉ hoạt động với Shipping method là EXPRESS_US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"design_front, design_back, design_hood, design_sleeve, design_sleeve_left, design_sleeve_right, design_chest_left, design_chest_right",,,,,,,"Nghiên cứu kĩ print areas trong catalog để đảm bảo không thiếu design, với 3D products, hãy để 1 file design dạng jpg đúng template vào design_front",,,,,,,,,,,,,,,,,,,,,,,,,,,,
